"chr" "pos" "strand" "Name" "Islands_Name" "Relation_to_Island" "UCSC_RefGene_Name" "UCSC_RefGene_Accession" "UCSC_RefGene_Group" "Regulatory_Feature_Name" "Regulatory_Feature_Group" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"cg12662497" "chr5" 98264283 "-" "cg12662497" "chr5:98263746-98265531" "Island" "" "" "" "" "" -1.25679199255253 -10.2323382394751 -3.12071380529889 0.00187636400099675 0.0269439081453173 -1.58890781852628
"cg16208672" "chr14" 51134997 "+" "cg16208672" "chr14:51134480-51135304" "Island" "SAV1;SAV1" "NM_021818;NM_021818" "1stExon;5'UTR" "14:51133899-51135620" "Promoter_Associated_Cell_type_specific" -1.07127265093043 -9.35678041794782 -3.11903516302732 0.0018869415994711 0.0270442267328193 -1.5938932303912
"cg16143176" "chr8" 61591199 "-" "cg16143176" "chr8:61590807-61593180" "Island" "CHD7" "NM_017780" "TSS200" "8:61591051-61591601" "Promoter_Associated" -1.09112148912819 -10.1422950123049 -3.11899365026935 0.00188720387713085 0.0270457982718596 -1.59401648638605
"cg15875437" "chr4" 2061507 "+" "cg15875437" "chr4:2059928-2063181" "Island" "NAT8L" "NM_178557" "1stExon" "" "" -0.941563114225303 -8.84312458478089 -3.1178221250977 0.00189461942421451 0.0271206580723156 -1.59749421722163
"cg02297831" "chr4" 17616191 "+" "cg02297831" "chr4:17616175-17616506" "Island" "MED28" "NM_025205" "TSS200" "4:17615714-17616936" "Promoter_Associated" -1.18857454742042 -7.96993225642576 -3.1167013281589 0.00190173896319811 0.0271896179660766 -1.600820169727
"cg27308021" "chr16" 1922207 "+" "cg27308021" "chr16:1921897-1922426" "Island" "C16orf73;C16orf73" "NM_001163560;NM_152764" "TSS200;TSS200" "16:1922062-1922394" "Unclassified_Cell_type_specific" -1.14718843384031 -8.09239009453278 -3.11615848952052 0.00190519603211519 0.0272210476771151 -1.60243061941477
"cg14624505" "chr17" 4843538 "+" "cg14624505" "chr17:4842858-4843636" "Island" "SLC25A11;SLC25A11;SLC25A11;RNF167" "NM_001165417;NM_001165418;NM_003562;NM_015528" "TSS200;TSS200;TSS200;TSS200" "17:4842551-4844320" "Promoter_Associated" -0.966997295383445 -8.96090870788262 -3.11558156276405 0.00190887653033604 0.0272558597919816 -1.60414189997512
"cg08492707" "chr21" 34696952 "-" "cg08492707" "chr21:34696532-34697750" "Island" "IFNAR1" "NM_000629" "TSS1500" "21:34696392-34698198" "Promoter_Associated" -0.730020201159299 -7.19609585079967 -3.11513745642459 0.00191171415793759 0.0272850934275149 -1.60545899865011
"cg16606185" "chr21" 45553535 "+" "cg16606185" "chr21:45553021-45554037" "Island" "C21orf33;C21orf33;C21orf33;C21orf33" "NM_198155;NM_004649;NM_004649;NM_198155" "1stExon;1stExon;5'UTR;5'UTR" "21:45552897-45554068" "Promoter_Associated" -0.669102068523193 -6.68198418826377 -3.11509555988208 0.00191198205713688 0.0272879770479727 -1.60558324298168
"cg14123942" "chr9" 104500322 "+" "cg14123942" "chr9:104499849-104501076" "Island" "GRIN3A;GRIN3A" "NM_133445;NM_133445" "5'UTR;1stExon" "" "" -1.20684359344078 -8.50489918784443 -3.11411409956964 0.00191826770476381 0.0273513064082695 -1.608493301826
"cg08463298" "chr1" 21503432 "-" "cg08463298" "chr1:21503115-21503836" "Island" "EIF4G3" "NM_003760" "TSS200" "1:21503383-21503665" "Promoter_Associated" -1.09553821546577 -9.50972474548543 -3.11297037396384 0.00192561654993069 0.0274164627326357 -1.6118833570478
"cg12142403" "chr8" 125385036 "-" "cg12142403" "chr8:125383817-125385437" "Island" "TMEM65" "NM_194291" "TSS200" "8:125384812-125385271" "Promoter_Associated" -1.09060835252068 -9.70746536711323 -3.11222092360418 0.00193044607596117 0.0274660628990725 -1.61410410560624
"cg04080353" "chr10" 126849780 "-" "cg04080353" "chr10:126847224-126851327" "Island" "CTBP2;CTBP2" "NM_001083914;NM_001329" "TSS200;TSS1500" "10:126849708-126850358" "Unclassified_Cell_type_specific" -1.07683762667467 -9.66620584784251 -3.11074862486418 0.00193996617160699 0.0275674614268022 -1.61846526244512
"cg25864757" "chr3" 47206301 "+" "cg25864757" "chr3:47204789-47206336" "Island" "SETD2" "NM_014159" "TSS1500" "3:47205401-47206502" "Promoter_Associated" 0.620399571440804 -6.71143003884251 3.11056900993587 0.00194113053927851 0.0275804821415892 -1.61899716989261
"cg27492749" "chr7" 94284900 "-" "cg27492749" "chr7:94284858-94286527" "Island" "SGCE;SGCE;PEG10;SGCE;PEG10" "NM_001099400;NM_001099401;NM_001040152;NM_003919;NM_015068" "Body;Body;TSS1500;Body;TSS1500" "" "" -1.04830082490664 -9.40426171923828 -3.10815046918006 0.00195687166278832 0.0277412287340562 -1.62615647115985
"cg00938305" "chr16" 30569736 "-" "cg00938305" "chr16:30569181-30570049" "Island" "ZNF764" "NM_033410" "TSS200" "16:30568703-30570292" "Promoter_Associated" -1.16652877950577 -10.2635869372025 -3.10793861411625 0.00195825610484728 0.027756741595694 -1.62678334102991
"cg24049841" "chr22" 23484598 "+" "cg24049841" "chr22:23483997-23484309" "S_Shore" "RTDR1" "NM_014433" "TSS1500" "22:23483656-23484649" "Unclassified" -0.738336007814822 -5.29758782764188 -3.1079228490984 0.00195835916296052 0.027756741595694 -1.62682998736726
"cg07857142" "chr2" 169103971 "+" "cg07857142" "chr2:169102950-169104454" "Island" "STK39;STK39" "NM_013233;NM_013233" "1stExon;5'UTR" "2:169103960-169104128" "Promoter_Associated" -1.06266820701635 -9.94181175360314 -3.10683696691278 0.00196546974550046 0.0278270622266339 -1.63004239706806
"cg07086719" "chr17" 65713882 "+" "cg07086719" "chr17:65713768-65714268" "Island" "NOL11" "NM_015462" "TSS200" "17:65713395-65714784" "Promoter_Associated" -1.15302157485072 -9.8143967433073 -3.10577125197495 0.00197247135408731 0.0279033075063354 -1.63319408366099
"cg23448096" "chr15" 100273505 "+" "cg23448096" "chr15:100272901-100273891" "Island" "LYSMD4" "NM_152449" "5'UTR" "15:100272592-100274283" "Promoter_Associated" -1.05110751253763 -8.89877806119522 -3.10300665933334 0.00199074146147457 0.0280850516516444 -1.64136503511242
"cg01407460" "chr16" 4401473 "-" "cg01407460" "chr16:4400955-4401572" "Island" "Magmas" "NM_016069" "TSS200" "16:4400653-4401969" "Promoter_Associated" -1.27965468309051 -11.2316555178632 -3.10115765755483 0.00200304751207335 0.0281943431451245 -1.6468259427331
"cg11336053" "chr3" 122135006 "+" "cg11336053" "chr3:122134685-122135084" "Island" "WDR5B" "NM_019069" "TSS200" "3:122134105-122135725" "Unclassified" -0.971317314078423 -8.91124824335895 -3.10035463041001 0.00200841382599582 0.0282526015402433 -1.6491966456268
"cg20860086" "chr6" 13814875 "-" "cg20860086" "chr6:13813943-13814946" "Island" "CCDC90A" "NM_001031713" "TSS200" "6:13813579-13815460" "Promoter_Associated" -0.907370100568718 -8.1944356934443 -3.10015784502604 0.00200973088057177 0.0282619286579014 -1.64977750584825
"cg05854894" "chr18" 9475337 "-" "cg05854894" "chr18:9474804-9475978" "Island" "RALBP1" "NM_006788" "TSS200" "18:9474869-9476009" "Promoter_Associated" -0.818856843104097 -7.74020078609864 -3.09919863944977 0.00201616207611295 0.0283240932249044 -1.65260832244255
"cg25559849" "chr10" 134145543 "+" "cg25559849" "chr10:134145177-134146025" "Island" "LRRC27;LRRC27;LRRC27;LRRC27" "NM_001143758;NM_001143759;NM_001143757;NM_030626" "TSS200;TSS200;TSS200;TSS200" "10:134144795-134146417" "Promoter_Associated" -1.20609312488739 -12.1571979626425 -3.0956730569305 0.00203996304105093 0.0285593303851332 -1.66300573359364
"cg22530822" "chr17" 61905144 "+" "cg22530822" "chr17:61904726-61905184" "Island" "FTSJ3;PSMC5" "NM_017647;NM_002805" "TSS200;Body" "17:61903769-61905556" "Promoter_Associated" -0.799450522051998 -8.00581841232423 -3.09316960976481 0.00205702019336681 0.0287237633522978 -1.67038174249144
"cg21335266" "chr12" 26278677 "-" "cg21335266" "chr12:26278540-26279707" "Island" "BHLHE41" "NM_030762" "TSS1500" "12:26277175-26279080" "Unclassified" -1.0692450212139 -9.84304399475009 -3.09244386900032 0.00206198946202841 0.0287679399208909 -1.67251893692274
"cg02455397" "chr11" 119293385 "+" "cg02455397" "chr11:119293320-119293943" "Island" "THY1" "NM_006288" "5'UTR" "" "" -1.11824171489421 -8.16388476187476 -3.09242471618841 0.00206212075388057 0.0287688029333512 -1.67257533238783
"cg27202466" "chr3" 97483751 "+" "cg27202466" "chr3:97483140-97483618" "S_Shore" "ARL6;ARL6;ARL6;ARL6" "NM_032146;NM_177976;NM_032146;NM_177976" "5'UTR;5'UTR;1stExon;1stExon" "3:97482916-97483858" "Promoter_Associated" -1.16911754527331 -9.56099961289528 -3.09214026811438 0.00206407154024027 0.0287892329321475 -1.67341284990065
"cg15708019" "chr4" 39183869 "+" "cg15708019" "chr4:39183823-39184225" "Island" "WDR19" "NM_025132" "TSS200" "4:39183346-39184767" "Promoter_Associated" -1.09020002194346 -8.19813930357327 -3.09176795446836 0.0020666274850345 0.0288210018767014 -1.67450896204043
"cg25840208" "chr2" 31457043 "-" "cg25840208" "chr2:31456740-31457653" "Island" "EHD3;EHD3" "NM_014600;NM_014600" "1stExon;5'UTR" "2:31456238-31457775" "Promoter_Associated" -0.999947609382051 -9.79321181330003 -3.08960908214709 0.00208150564768972 0.0289606662819632 -1.68086227177309
"cg00920484" "chr8" 101321620 "+" "cg00920484" "chr8:101321568-101322714" "Island" "RNF19A" "NM_183419" "5'UTR" "" "" -1.12777218522016 -11.4206102128067 -3.08668282776315 0.0021018295159103 0.0291461336997778 -1.6894670055923
"cg00421654" "chr5" 118406959 "-" "cg00421654" "chr5:118406744-118407442" "Island" "DMXL1" "NM_005509" "TSS200" "5:118406050-118407811" "Promoter_Associated" -1.12171112658003 -8.94210470157644 -3.08404275102316 0.00212032211246573 0.029328951786882 -1.69722341916725
"cg19941270" "chr14" 56584987 "+" "cg19941270" "chr14:56585042-56586234" "N_Shore" "PELI2" "NM_021255" "TSS200" "" "" -1.2054617895821 -9.4220894568342 -3.08160712819569 0.00213751507375707 0.029479180942482 -1.70437343080925
"cg19839763" "chr10" 106098411 "-" "cg19839763" "chr10:106097595-106098556" "Island" "" "" "" "" "" -1.01083038120691 -6.8863548130784 -3.08075662323617 0.00214354886493953 0.0295417453385108 -1.70686887750833
"cg04829746" "chr11" 58346531 "-" "cg04829746" "chr11:58345673-58347321" "Island" "LPXN;ZFP91-CNTF;ZFP91" "NM_001143995;NR_024091;NM_053023" "TSS1500;TSS200;TSS200" "11:58346110-58346861" "Promoter_Associated" -1.04794900602889 -9.07519664577042 -3.08056166340451 0.00214493418375923 0.0295554600595787 -1.70744081016512
"cg14566974" "chr5" 141348755 "-" "cg14566974" "chr5:141348531-141349104" "Island" "RNF14;RNF14;RNF14;RNF14;RNF14;RNF14" "NM_183398;NM_004290;NM_183401;NM_183399;NM_183400;NM_183401" "5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon" "5:141348133-141349252" "Promoter_Associated" -1.10139069916212 -9.70831773349945 -3.0803469761894 0.00214646063033065 0.0295700715635985 -1.70807057417953
"cg15478817" "chr2" 118572196 "-" "cg15478817" "chr2:118572112-118572627" "Island" "DDX18" "NM_006773" "TSS200" "2:118571586-118572974" "Promoter_Associated" -1.20558390406131 -10.3141742704002 -3.07923643124919 0.00215437265760477 0.0296317781949063 -1.71132756767952
"cg27139077" "chr15" 43622721 "+" "cg27139077" "chr15:43621830-43622953" "Island" "ADAL;ADAL;LCMT2;LCMT2" "NM_001159280;NM_001012969;NM_014793;NM_014793" "TSS200;TSS200;5'UTR;1stExon" "15:43621640-43623317" "Promoter_Associated" -0.934810501773138 -8.22836779719631 -3.07880139286354 0.00215747936623225 0.0296574718704787 -1.71260313177963
"cg19631443" "chr10" 28821230 "+" "cg19631443" "chr10:28821189-28823092" "Island" "WAC;WAC;WAC" "NM_100486;NM_016628;NR_024557" "TSS1500;TSS1500;TSS200" "10:28821118-28821369" "Promoter_Associated_Cell_type_specific" -1.08744065801004 -10.116335867044 -3.07485603238016 0.0021858425876257 0.0299019552681568 -1.72416320801152
"cg17577923" "chr7" 12727243 "-" "cg17577923" "chr7:12726156-12727248" "Island" "ARL4A;ARL4A;ARL4A;ARL4A" "NM_001037164;NM_005738;NM_005738;NM_212460" "5'UTR;5'UTR;1stExon;5'UTR" "7:12725978-12727350" "Promoter_Associated" -1.30746170049244 -10.4181679472691 -3.07084970828721 0.00221499420314359 0.0301750901943543 -1.73588714980019
"cg00633736" "chr17" 15164050 "-" "cg00633736" "chr17:15163930-15164810" "Island" "PMP22;PMP22;PMP22;PMP22" "NM_153321;NM_153322;NM_153322;NM_000304" "5'UTR;5'UTR;1stExon;5'UTR" "17:15163486-15164667" "Unclassified" -0.823386816792899 -7.74158498109439 -3.0679035024552 0.0022366593357069 0.0303813320834491 -1.74449931352354
"cg06630098" "chr19" 16683316 "+" "cg06630098" "chr19:16682657-16683792" "Island" "SLC35E1" "NM_024881" "TSS200" "19:16682215-16684022" "Promoter_Associated" -1.13980925788878 -10.9669315031263 -3.06777717325468 0.00223759264244309 0.0303920167946688 -1.74486841123081
"cg13289692" "chr8" 22857502 "+" "cg13289692" "chr8:22856800-22857728" "Island" "RHOBTB2;RHOBTB2;RHOBTB2;RHOBTB2" "NM_015178;NM_001160036;NM_001160037;NM_015178" "1stExon;Body;Body;5'UTR" "" "" -0.685642014256309 -6.9613772162422 -3.06754759806658 0.00223928963506563 0.030405098881391 -1.74553912625003
"cg07076661" "chr18" 9136556 "-" "cg07076661" "chr18:9136088-9137594" "Island" "ANKRD12;ANKRD12" "NM_015208;NM_001083625" "TSS1500;TSS1500" "18:9136363-9137641" "Promoter_Associated" -1.17211282561853 -11.0269672101926 -3.06733536236744 0.00224085950739664 0.0304224267596636 -1.74615913965904
"cg24055349" "chr2" 63816074 "+" "cg24055349" "chr2:63815200-63816110" "Island" "MDH1;C2orf86" "NM_005917;NM_015910" "TSS200;TSS1500" "2:63815293-63816795" "Promoter_Associated" -1.17325926247985 -10.3551169013519 -3.06696458291564 0.002243604526712 0.0304477218029597 -1.74724221367187
"cg09737845" "chr3" 126243296 "+" "cg09737845" "chr3:126242783-126243358" "Island" "CHST13" "NM_152889" "Body" "" "" -1.18327183783654 -10.9804885397694 -3.06675734558294 0.00224514012717682 0.0304615771927943 -1.7478475136297
"cg02902395" "chr1" 167189429 "-" "cg02902395" "chr1:167189130-167191361" "Island" "POU2F1" "NM_002697" "TSS1500" "1:167189177-167189518" "Promoter_Associated" -1.06221738479215 -9.91081741601633 -3.06613946427892 0.00224972427338523 0.0305008019163156 -1.74965198851977
"cg03143876" "chr20" 50808547 "+" "cg03143876" "chr20:50807798-50808825" "Island" "ZFP64;ZFP64;ZFP64;ZFP64" "NM_018197;NM_022088;NM_199427;NM_199426" "TSS200;TSS200;TSS200;TSS200" "20:50807981-50808779" "Promoter_Associated" -0.895643625117714 -8.7000123656247 -3.06573990683253 0.00225269321877375 0.0305300169748674 -1.75081867695262
"cg11227621" "chr1" 244998656 "-" "cg11227621" "chr1:244998023-244999142" "Island" "FAM36A;FAM36A" "NM_198076;NM_198076" "1stExon;5'UTR" "1:244998102-244999123" "Promoter_Associated" -1.1656952819183 -10.907028251362 -3.06325440172768 0.00227124291031159 0.0307121467562459 -1.7580729083789
"cg08632001" "chr20" 34130163 "-" "cg08632001" "chr20:34129537-34130038" "S_Shore" "ERGIC3;ERGIC3" "NM_198398;NM_015966" "Body;Body" "20:34129072-34130302" "Promoter_Associated" -1.20125306612706 -9.23112565955033 -3.06171564448087 0.00228279705471414 0.0308211700696574 -1.76256107771858
"cg02064543" "chr6" 33393646 "-" "cg02064543" "chr6:33393592-33393908" "Island" "SYNGAP1" "NM_006772" "Body" "6:33393379-33394217" "Promoter_Associated" 0.557658811986871 -7.04058153287904 3.06095173280112 0.00228855309676149 0.0308766874060723 -1.76478840138468
"cg24545054" "chr4" 106630052 "-" "cg24545054" "chr4:106629575-106630214" "Island" "GSTCD;INTS12;INTS12;GSTCD" "NM_024751;NM_020395;NM_001142471;NM_024751" "1stExon;TSS200;TSS200;5'UTR" "4:106628924-106630618" "Promoter_Associated" -1.22165154993227 -11.4605563516164 -3.05987539503897 0.00229668586780819 0.0309632234297521 -1.76792574213005
"cg07451141" "chr11" 32914648 "+" "cg07451141" "chr11:32913989-32915514" "Island" "QSER1" "NM_001076786" "TSS200" "11:32914230-32915463" "Promoter_Associated" -1.26896314278421 -10.6570559567481 -3.05814058654867 0.00230984987377906 0.0310739643414559 -1.7729801520897
"cg22308501" "chr8" 133493424 "+" "cg22308501" "chr8:133492398-133493586" "Island" "KCNQ3" "NM_004519" "TSS1500" "" "" -0.984146116593108 -7.77903917311095 -3.05724731186669 0.002316655162252 0.0311412478779275 -1.77558164306881
"cg07818431" "chr1" 228291118 "+" "cg07818431" "chr1:228289669-228291184" "Island" "C1orf35" "NM_024319" "TSS200" "1:228290770-228291234" "Promoter_Associated" -1.07610275584178 -10.2306167507341 -3.05534127814242 0.00233123757670664 0.0312814514822719 -1.78113012695544
"cg21472700" "chr2" 172543946 "+" "cg21472700" "chr2:172543901-172544690" "Island" "DYNC1I2" "NM_001378" "TSS200" "2:172543589-172544999" "Promoter_Associated" -0.723846396126322 -7.14409305306645 -3.05476456146206 0.00233566641060414 0.0313186952252391 -1.78280829142092
"cg21112148" "chr19" 9929230 "+" "cg21112148" "chr19:9929166-9930494" "Island" "FBXL12" "NM_017703" "Body" "19:9929153-9930615" "Promoter_Associated" -0.625293589497828 -6.79836483380101 -3.05374825635937 0.00234348981285287 0.0313909596737607 -1.78576484586133
"cg25171331" "chr11" 62623430 "-" "cg25171331" "chr11:62623359-62623877" "Island" "SNORD27;SLC3A2;SLC3A2;SNORD28;SNORD25;SLC3A2;SLC3A2;SNORD26;SLC3A2;SNHG1" "NR_002563;NM_001012664;NM_001012663;NR_002562;NR_002565;NM_002394;NM_001012661;NR_002564;NM_001012662;NR_003098" "TSS1500;TSS200;TSS200;TSS1500;TSS1500;TSS200;TSS200;TSS1500;TSS200;TSS200" "11:62623029-62623993" "Promoter_Associated" -1.11915371918549 -9.97464473279898 -3.05302155947233 0.00234909857975879 0.0314416934309083 -1.78787830778086
"cg10282524" "chr3" 49203771 "+" "cg10282524" "chr3:49203285-49203820" "Island" "CCDC71;CCDC71" "NM_022903;NM_022903" "1stExon;5'UTR" "3:49203760-49204038" "Promoter_Associated" 0.887616564165788 -8.39913748512637 3.05110039859122 0.0023639857950113 0.0315797435647542 -1.79346328637753
"cg18985109" "chr14" 78266276 "+" "cg18985109" "chr14:78266347-78266735" "N_Shore" "ADCK1;ADCK1" "NM_001142545;NM_020421" "TSS200;TSS200" "14:78266151-78267173" "Promoter_Associated" -1.11925785770919 -7.41512340445274 -3.0505232135083 0.00236847532485363 0.0316264619153881 -1.79514054411669
"cg06924355" "chr4" 79860764 "-" "cg06924355" "chr4:79860213-79860745" "S_Shore" "PAQR3" "NM_001040202" "TSS200" "4:79859514-79861481" "Promoter_Associated" -1.20735219515798 -9.35018053545608 -3.04997312041365 0.00237276140369823 0.0316673651370107 -1.79673878701283
"cg12002260" "chr18" 3247446 "+" "cg12002260" "chr18:3247293-3248257" "Island" "MYL12A" "NM_006471" "TSS200" "18:3245471-3249040" "Promoter_Associated" -1.10761999007732 -10.5181602643403 -3.04910905785939 0.00237950816103878 0.031737281137227 -1.79924867162731
"cg23977821" "chr2" 24270452 "+" "cg23977821" "chr2:24272582-24273313" "N_Shelf" "C2orf44;C2orf44" "NM_001142319;NM_025203" "TSS200;TSS200" "2:24269921-24270745" "Promoter_Associated" -1.20412669571574 -8.55412918895825 -3.04887702064438 0.00238132294504853 0.031754012609127 -1.79992256351295
"cg12262427" "chr7" 77166345 "-" "cg12262427" "chr7:77166610-77167337" "N_Shore" "PTPN12;PTPN12;PTPN12" "NM_001131009;NM_002835;NM_001131008" "TSS1500;TSS1500;TSS1500" "7:77166085-77166653" "Promoter_Associated" -1.20334519211142 -11.7396148355964 -3.04770152871565 0.00239053609875038 0.0318455554615309 -1.80333570768499
"cg05317710" "chr19" 17186744 "-" "cg05317710" "chr19:17186043-17187233" "Island" "MYO9B;HAUS8;MYO9B;HAUS8" "NM_004145;NM_033417;NM_001130065;NM_001011699" "5'UTR;TSS1500;5'UTR;TSS1500" "19:17185919-17186763" "Promoter_Associated" -0.66044600479901 -7.02603988025435 -3.04709164811089 0.00239532903325095 0.0318909277572345 -1.80510604477853
"cg03604796" "chr7" 134896227 "-" "cg03604796" "chr7:134896014-134896664" "Island" "WDR91" "NM_014149" "1stExon" "7:134895202-134896956" "Promoter_Associated" -0.75823518363938 -8.03959510223105 -3.0463361821764 0.00240127831719591 0.0319399309469898 -1.80729850289284
"cg08269394" "chr1" 11866155 "+" "cg08269394" "chr1:11865462-11866566" "Island" "MTHFR;CLCN6;MTHFR;CLCN6;CLCN6;CLCN6" "NM_005957;NM_021735;NM_005957;NM_021736;NM_001286;NM_021737" "1stExon;TSS200;5'UTR;TSS200;TSS200;TSS200" "1:11865598-11866625" "Promoter_Associated" -1.00634787230472 -9.46935264416985 -3.04566126304358 0.00240660475645751 0.0319881871088576 -1.80925675631985
"cg09563244" "chr17" 71161926 "+" "cg09563244" "chr17:71160922-71162350" "Island" "SSTR2" "NM_001050" "5'UTR" "17:71161757-71161978" "Unclassified_Cell_type_specific" -1.14290223234222 -10.0322382852248 -3.04445447233875 0.00241615572949303 0.0320801465060576 -1.81275716288681
"cg01574694" "chr14" 21493964 "-" "cg01574694" "chr14:21492735-21494270" "Island" "NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2" "NM_201539;NM_201535;NM_201536;NM_201538;NM_201541;NM_201540;NM_016250;NM_201537" "TSS1500;TSS200;TSS200;TSS1500;TSS1500;TSS1500;TSS200;TSS200" "" "" -1.09092323746937 -8.37696729417527 -3.04409771553672 0.00241898588114734 0.032106406031759 -1.81379170989133
"cg26656136" "chr11" 82904757 "-" "cg26656136" "chr11:82904478-82905660" "Island" "ANKRD42" "NM_182603" "TSS1500" "11:82904006-82905884" "Unclassified" -1.19321981762045 -10.8649524158071 -3.04319391336742 0.0024261693576587 0.0321687743117156 -1.81641208698032
"cg07473023" "chr5" 72921899 "-" "cg07473023" "chr5:72921593-72922527" "Island" "RGNEF" "NM_001080479" "TSS200" "" "" -1.01060828141423 -8.29085358568937 -3.04197944691171 0.00243585282268646 0.0322620659010372 -1.81993197439248
"cg02125528" "chr21" 34915556 "-" "cg02125528" "chr21:34914303-34915906" "Island" "GART;GART;GART;GART;SON;SON" "NM_175085;NM_001136006;NM_000819;NM_001136005;NM_138927;NM_032195" "TSS1500;TSS1500;TSS1500;TSS1500;Body;Body" "" "" -0.542972405627681 -7.28679783231667 -3.04182600152898 0.00243707882782046 0.0322739787157999 -1.82037660771765
"cg03787326" "chr3" 48130820 "-" "cg03787326" "chr3:48129925-48130896" "Island" "MAP4;MAP4;MAP4" "NM_030885;NM_002375;NM_001134364" "TSS200;TSS200;TSS200" "3:48130240-48130940" "Promoter_Associated" -1.06607627231282 -7.8572015906062 -3.04153681773767 0.00243939090042834 0.032293836875968 -1.82121450612831
"cg12234896" "chr11" 111473208 "+" "cg12234896" "chr11:111472723-111473939" "Island" "SIK2;SIK2" "NM_015191;NM_015191" "1stExon;5'UTR" "" "" -0.884785599526494 -8.31245651728423 -3.04038325628012 0.00244863384713049 0.0323837277852187 -1.82455613227222
"cg27310163" "chr2" 113342241 "-" "cg27310163" "chr2:113341684-113342453" "Island" "CHCHD5" "NM_032309" "Body" "2:113341463-113342698" "Promoter_Associated" -1.31878960394169 -10.159257065698 -3.04022288619938 0.00244992135704335 0.0323945513204992 -1.82502059311694
"cg01934142" "chr4" 39368026 "-" "cg01934142" "chr4:39367648-39368213" "Island" "RFC1" "NM_002913" "TSS200" "4:39367295-39368327" "Unclassified" -1.04205430438149 -9.49344809100733 -3.04016605931291 0.00245037773310614 0.0323985179593153 -1.82518516836449
"cg01381678" "chr2" 197458093 "+" "cg01381678" "chr2:197457392-197458522" "Island" "HECW2" "NM_020760" "TSS1500" "2:197458070-197458366" "Unclassified_Cell_type_specific" -0.868482753014955 -8.33764015586021 -3.03830969272957 0.00246532913014635 0.0325349475882573 -1.83055970864299
"cg06988236" "chr6" 30293962 "+" "cg06988236" "chr6:30294169-30295071" "N_Shore" "TRIM39;HCG18;HCG18;TRIM39" "NM_021253;NR_024052;NR_024053;NM_172016" "TSS1500;Body;Body;TSS1500" "" "" -0.519105470801813 -6.71524750318031 -3.03668526819862 0.00247848101528162 0.0326388607095534 -1.83526010948105
"cg16183813" "chr13" 72441171 "-" "cg16183813" "chr13:72439362-72440059" "S_Shore" "DACH1;DACH1;DACH1;DACH1;DACH1;DACH1" "NM_080760;NM_080759;NM_004392;NM_080760;NM_004392;NM_080759" "5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR" "13:72441097-72441231" "Unclassified_Cell_type_specific" -0.700074661306764 -5.93563186960058 -3.03640033057542 0.00248079458637539 0.0326589477760835 -1.83608434669904
"cg13901901" "chr1" 76190435 "-" "cg13901901" "chr1:76189916-76190730" "Island" "ACADM;ACADM;ACADM;ACADM" "NM_000016;NM_000016;NM_001127328;NM_001127328" "1stExon;5'UTR;1stExon;5'UTR" "1:76189592-76191178" "Promoter_Associated" -0.811117508265992 -8.76062250631874 -3.03566078015575 0.00248680866006566 0.032707983383626 -1.8382232880032
"cg04169263" "chr16" 1756061 "+" "cg04169263" "" "OpenSea" "MAPK8IP3;MAPK8IP3" "NM_015133;NM_001040439" "TSS200;TSS200" "16:1755818-1756691" "Promoter_Associated" -0.96046187051984 -9.27960221535084 -3.03410729503394 0.00249948525753152 0.0328302968285488 -1.84271465399485
"cg07333223" "chr18" 2571349 "-" "cg07333223" "chr18:2571286-2571580" "Island" "NDC80;METTL4;METTL4" "NM_006101;NM_022840;NM_022840" "TSS200;1stExon;5'UTR" "18:2570563-2572258" "Promoter_Associated" -1.10670160451885 -10.469825827763 -3.03408423549325 0.00249967387113802 0.0328302968285488 -1.84278130583493
"cg07600871" "chr18" 35146474 "-" "cg07600871" "chr18:35144907-35147628" "Island" "BRUNOL4;BRUNOL4;BRUNOL4;BRUNOL4" "NM_001025089;NM_001025087;NM_020180;NM_001025088" "TSS1500;TSS1500;TSS1500;TSS1500" "" "" -1.21703183721482 -7.17002957342233 -3.03390775921441 0.00250111777636168 0.0328440552622105 -1.84329138069849
"cg09376537" "chr17" 48638103 "-" "cg09376537" "chr17:48636103-48639279" "Island" "CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G" "NM_198384;NM_198397;NM_198396;NM_198379;NM_198383;NM_198380;NM_198387;NM_198378;NM_198377;NM_198386;NM_198376;NM_198385;NM_018896;NM_198388;NM_198382" "TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500" "17:48637787-48638181" "Unclassified" -1.1535123945608 -10.9124593325379 -3.03314696913561 0.00250735121594515 0.0329036913807863 -1.84548998512086
"cg09371456" "chr7" 143059231 "-" "cg09371456" "chr7:143058917-143060156" "Island" "FAM131B;FAM131B" "NM_014690;NM_001031690" "TSS200;Body" "7:143058701-143060217" "Unclassified_Cell_type_specific" -1.07625702167361 -7.43630908578899 -3.03230238096501 0.00251428792326612 0.0329682723982448 -1.84793012841937
